// 2012 HSK/Level 1
爱	ai4
老师, 黑板上的字我看不清楚。	lao3shi1, hei1ban3 shang4 de5 zi4 wo3 kan4bu5qing1chu5。	Teacher, I can't see the words on the blackboard clearly. 
旧的不去, 新的不来。	jiu4 de5 bu4 qu4, xin1 de5 bu4 lai2。	If the old doesn't go, the new won't come.  (→ If you don't discard old stuff, you won't have new things.) 
差不多十二点了, 她怎么还不来上班?	cha4bu5duo1 shi2er4 dian3 le5, ta1 zen3me5 hai2 bu4 lai2 shang4ban1	It's almost twelve o'clock. Why hasn't she turned up for work? 
那个不是我的, 我的在这里。	na4ge5 bu2shi5 wo3 de5, wo3 de5 zai4 zhe4li5。	That one is not mine. Mine's here. 
五分钟不是一段很长的时间。	wu3 fen1zhong1 bu2shi5 yi1 duan4 hen3 zhang3 de5 shi2jian1。	Five minutes is not a long time. 
她说懂了, 其实她还是不明白。	ta1 shuo1 dong3 le5, qi2shi2 ta1 hai2shi5 bu4 ming2bai5。	She said she understood, but actually she still didn't comprehend it. 
这条鱼不新鲜了。	zhe4 tiao2 yu2 bu4 xin1xian1 le5。	This fish is no longer fresh. 
你一个人去爬山, 我不放心。	ni3 yi2 ge5 ren2 qu4 pa2shan1, wo3 bu4 fang4xin1。	I'd be worried if you go mountain-climbing all by yourself. 
我不打算买什么。	wo3 bu4 da3suan4 mai3 shen2me5。	I don't intend to buy anything. 
我不懂你的意思。	wo3 bu4 dong3 ni3 de5 yi4si5。	I don't understand what you mean. 
你愿意去就去, 你不愿意去就别去。	ni3 yuan4yi4 qu4jiu4 qu4, ni3 bu4 yuan4yi4 qu4jiu4 bie2 qu4。	If you're willing to go, you can go; if you're not willing to go, you don't have to go. 
你不愿意去, 就别去了。	ni3 bu4 yuan4yi4 qu4, jiu4 bie2 qu4le5。	If you don't want to go, then don't go. 
我对小说不感兴趣。	wo3 dui4 xiao3shuo1 bu4 gan3 xing4qu4。	I'm not interested in fiction. 
我不想为难你。	wo3 bu4xiang3 wei2nan2 ni3。	I don't want to make things difficult for you. 
这把椅子很舒服, 你坐下去就不想起来了。	zhe4 ba3 yi3zi5 hen3 shu1fu5, ni3 zuo4 xia4qu5 jiu4 bu4xiang3 qi3lai5 le5。	This chair is very comfortable. Sit on it and you don't want to get up. 
昨天热得不得了。	zuo2tian1 re4 de5 bu4de2liao3。	It was extremely hot yesterday. 
离不开	li2bu5kai1	cannot do without 
这件衣服洗不干净了。	zhe4 jian4 yi1fu5 xi3 bu4 gan1jing4 le5。	This dress cannot be washed clean. 
不少大学生一边学习一边工作。	bu4shao3 da4xue2sheng1 yi4bian1 xue2xi2 yi4bian1 gong1zuo4。	Quite a few university students study and work at the same time. 
我在这个城市有不少好朋友。	wo3 zai4 zhe4ge5 cheng2shi4 you3 bu4shao3 hao3 peng2you5。	I have quite a few good friends in this city. 
我认为你说得不对。	wo3 ren4wei2 ni3 shuo1de5 bu4dui4。	I think what you said is incorrect. 
他回答得对不对?	ta1 hui2da2 de5 dui4 bu4dui4	Did he answer correctly? 
你说得不对。	ni3 shuo1de5 bu4dui4。	You're not correct. 
不客气。	bu4ke4qi4。	You don't have to be so polite. 
“谢谢你。”“不客气。”	“ xie4xie5 ni3。”“ bu4ke4qi4。”	“Thank you.” “You're welcome.” 
那个菜不好吃, 我只吃了一点儿。	na4ge5 cai4 bu4 hao3chi1, wo3 zhi3 chi1 le5 yi4dian3r5。	That dish is not tasty. I ate only a tiny bit of it. 
借口身体不好不上班	jie4kou3 shen1ti3 bu4hao3 bu4 shang4ban1	use poor health as an excuse for not going to work 
又让你送我礼物, 真不好意思。	you4 rang4 ni3 song4 wo3 li3wu4, zhen1 bu4 hao3yi4si5。	Oh, you gave me a gift again, it's embarrassing. 
不好意思, 我又迟到了。	bu4 hao3yi4si5, wo3 you4 chi2dao4 le5。	I'm sorry I'm late again. 
我开始觉得中文非常难, 现在觉得不太难了。	wo3 kai1shi3 jue2de5 Zhong1wen2 fei1chang2 nan2, xian4zai4 jue2de5 bu4tai4 nan2 le5。	At the beginning I found Chinese very difficult, but now I think it's not too difficult. 
这件衣服不太旧, 还可以穿。	zhe4 jian4 yi1fu5 bu4tai4 jiu4, hai2 ke3yi3 chuan1。	This jacket is not too old. It can still be worn. 
这件工作不太难。	zhe4 jian4 gong1zuo4 bu4tai4 nan2。	This job is not too difficult. 
他不久以前身体不大好。	ta1 bu4jiu3 yi3qian2 shen1ti3 bu4 da4hao3。	He was in poor health not long ago. 
我经常用电脑, 不大写字。	wo3 jing1chang2 yong4 dian4nao3, bu2da4 xie3zi4。	I often use computers and seldom write with a pen. 
他今天好像不大高兴, 你知道为什么吗?	ta1 jin1tian1 hao3xiang4 bu2da4 gao1xing4, ni3 zhi1dao5 wei4shen2me5 ma5	He looks unhappy today. Do you know why? 
这个城市不大, 但是很漂亮。	zhe4ge5 cheng2shi4 bu2da4, dan4shi4 hen3 piao4liang5。	This city is not big, but it's quite beautiful. 
今天不大热。	jin1tian1 bu2da4 re4。	Today is not very hot. 
我对中国文化知道得不多。	wo3 dui4 Zhong1guo2 wen2hua4 zhi1dao5 de5 bu4 duo1。	I don't know much about Chinese culture. 
今天的作业不多。	jin1tian1 de5 zuo4ye4 bu4 duo1。	There isn't much homework today. 
你喜欢不喜欢中国音乐?	ni3 xi3huan5 bu4 xi3huan5 Zhong1guo2 yin1yue4	Do you like Chinese music? 
我不喜欢他。	wo3 bu4 xi3huan5 ta1。	I don't like him. 
你不喜欢吃米饭, 那吃面包吧。	ni3 bu4 xi3huan5 chi1 mi3fan4, na4 chi1 mian4bao1 ba5。	You don't like rice; in that case eat bread. 
我不喜欢穿黑颜色的衣服。	wo3 bu4 xi3huan5 chuan1 hei1 yan2se5 de5 yi1fu5。	I don't like to wear black. 
这个女孩子长得很漂亮, 但是大家都不喜欢她。	zhe4ge5 nü3 hai2zi5 zhang3 de5 hen3 piao4liang5, dan4shi4 da4jia1 dou1 bu4 xi3huan5 ta1。	This girl is quite pretty, but nobody likes her. 
他从来不向人借钱, 也不借钱给别人。	ta1 cong2lai2 bu4 xiang4 ren2 jie4qian2, ye3 bu4 jie4qian2 gei3 bie2ren5。	He never borrows money, nor does he lend money to others. 
今天我太累了, 不去游泳了。	jin1tian1 wo3 tai4 lei3 le5, bu4 qu4 you2yong3 le5。	Today I'm too tired to go swimming. 
今天不冷。	jin1tian1 bu4 leng3。	It's not cold today. 
这家饭店的菜不但好吃, 而且好看。	zhe4 jia1 fan4dian4 de5 cai4 bu2dan4 hao3chi1, er2qie3 hao3kan4。	The dishes in this restaurant are not only delicious but also beautiful. 
我才认识他, 对他还不了解。	wo3 cai2 ren4shi5 ta1, dui4 ta1 hai2 bu4 liao3jie3。	I came to know him not long ago, and I don't know him very well. 
这件衣服大了一点儿, 而且比较贵, 还是不买吧。	zhe4 jian4 yi1fu5 da4 le5 yi4dian3r5, er2qie3 bi3jiao3 gui4, hai2shi5 bu4 mai3 ba5。	This dress is a bit too big and also expensive. You shouldn't buy it. 
不久以前	bu4jiu3 yi3qian2	not long ago 
这个房间太小, 坐不下二十个人。	zhe4ge5 fang2jian1 tai4 xiao3, zuo4bu5xia4 er4shi2 ge4ren2。	This room is too small. It can't seat twenty people. 
请大家注意! 明天张老师要开一个重要的会, 所以不上课。	qing3 da4jia1 zhu4yi4 ming2tian1 zhang1 lao3shi1 yao4 kai1 yi1 ge4 zhong4yao4 de5 hui4, suo3yi3 bu4 shang4 ke4。	Attention, please! Tomorrow Teacher Zhang will be attending an important meeting, so there will be no class. 
从来不	cong2lai2 bu4	never 
种菜	zhong4 cai4	grow vegetables 
买菜	mai3 cai4	buy non-staple food, do grocery shopping 
中国菜	Zhong1guo2cai4	Chinese dishes, Chinese food 
我们每个人点一个菜, 好吗?	wo3men5 mei3 ge4ren2 dian3 yi1 ge4 cai4, hao3 ma5	Shall we each order a dish? 
你要什么菜?	ni3 yao4 shen2me5 cai4	Which dish do you want? (or What would you like to order?) 
我太太要我下班回家的路上买些菜。	wo3 tai4tai5 yao4 wo3 xia4ban1 hui2jia1 de5 lu4shang5 mai3 xie1 cai4。	My wife wants me to buy some vegetables on my way home after work. 
这个菜又好看又好吃, 是谁做的?	zhe4ge5 cai4 you4 hao3kan4 you4 hao3chi1, shi4 shui2 zuo4 de5	This dish is both beautiful and delicious. Who cooked it? 
你说说, 这个菜怎么做?	ni3 shuo1shuo5, zhe4ge5 cai4 zen3me5 zuo4	Will you tell me how to cook this dish? 
那家饭店的菜是不错。	na4 jia1 fan4dian4 de5 cai4 shi4 bu2cuo4。	That restaurant's food is indeed quite good. 
菜碗	cai4wan3	a dish bowl, big bowl 
我可以很容易地再做个菜。	wo3 ke3yi3 hen3 rong2yi4 di4 zai4 zuo4 ge4 cai4。	I can easily cook another dinner. 
先生, 可以请您点菜了吗？	xian1sheng5, ke3yi3 qing3 nin2 dian3 cai4 le5 ma5？	May I take your order, sir? 
“你喜欢中国菜吗？”“喜欢。”	“ ni3 xi3huan5 Zhong1guo2cai4 ma5？”“ xi3huan5。”	“Don't you like Chinese food?” “Yes, I do.” 
您喝红茶还是绿茶?	nin2 he1 hong2cha2 hai2shi5 lü4cha2	Do you drink black tea or green tea? 
红茶	hong2cha2	black tea 
绿茶	lü4cha2	green tea 
喝茶	he1 cha2	drink tea 
请喝茶!	qing3 he1 cha2	Have some tea, please! 
你喝茶还是喝咖啡?	ni3 he1 cha2 hai2shi5 he1 ka1fei1	Would you like tea or coffee? 
我可以再要点茶吗？	wo3 ke3yi3 zai4 yao4dian3 cha2 ma5？	May I have some more tea? 
吃不饱	chi1 bu5 bao3	not have enough to eat (→ not have enough food) 
你最喜欢吃哪种水果?	ni3 zui4 xi3huan5 chi1 na3 zhong3 shui3guo3	What kind of fruit do you like best? 
吃完	chi1wan2	finish eating, eat up 
吃得饱	chi1 de5 bao3	have enough to eat 
吃药	chi1 yao4	take medicine 
您吃饱了吗?	nin2 chi1bao3 le5 ma5	Have you had  (← eaten) enough? 
他今天什么东西都没有吃。	ta1 jin1tian1 shen2me5 dong1xi5 dou1 mei2you3 chi1。	He hasn't eaten a thing today. 
她昨天晚上吃得很少。	ta1 zuo2tian1 wan3shang5  chi1 de5hen3 shao3。	She ate very little last night. 
吃饱了, 谢谢。	chi1bao3 le5, xie4xie5。	I'm full. Thanks. 
他来的时候, 我正在打电话。	ta1 lai2 de5 shi2hou5, wo3 zheng4zai4 da3 dian4hua4。	I was on the phone when he came. 
您太太刚才打电话来。	nin2 tai4tai5 gang1cai2 da3 dian4hua4 lai2。	Your wife called just now. 
我现在没有时间, 晚上再打电话给他。	wo3 xian4zai4 mei2you3 shi2jian1, wan3shang5 zai4 da3 dian4hua4 gei3 ta1。	I don't have time now, I'll ring him this evening. 
我明天上午给你打电话。	wo3 ming2tian1 shang4wu3 gei3 ni3 da3 dian4hua4。	I'll call you tomorrow morning. 
她打电话来要他马上回家。	ta1 da3 dian4hua4 lai2 yao4 ta1 ma3shang4 hui2jia1。	She called to ask him to go home at once. 
我每次给他打电话, 他都在电脑上。	wo3 mei3 ci4 gei3 ta1 da3 dian4hua4, ta1 dou1 zai4 dian4nao3 shang4。	Every time I call him, he's on the computer. 
老大	lao3 da4	the eldest child 
这个太大, 给我小一点儿的。	zhe4ge5 tai4 da4, gei3 wo3 xiao3 yi4dian3r5 de5。	This one is too big. Give me a smaller one. 
这张照片请放大。	zhe4 zhang1 zhao4pian4 qing3 fang4da4。	Please enlarge this photo. 
中国非常大。	Zhong1guo2 fei1chang2 da4。	China is very big. 
天气变化很大。	tian1qi4 bian4hua4 hen3 da4。	The weather changes dramatically. 
我爷爷种的树都长大了。	wo3 ye2ye5 zhong3 de5 shu4 dou1 zhang3da4 le5。	The trees that my grandfather planted have all matured. 
老先生, 您多大了?	lao3 xian1sheng5, nin2 duo1 da4 le5	How old are you, sir? 
你已经是大人了, 怎么还和孩子一样?	ni3 yi3jing1 shi4 da4ren5 le5, zen3me5 hai2 he2 hai2zi5 yi2yang4	You're a grown-up. How can you behave like a child? 
大会	da4hui4	an assembly, a rally 
几乎每一家大公司都想跟中国做买卖。	ji1hu1 mei3 yi1jia1 da4 gong1si1 dou1 xiang3 gen1 Zhong1guo2 zuo4 mai3mai5。	Almost every corporation wants to do business with China. 
这些年来这个城市没有多大变化。	zhe4xie1 nian2lai2 zhe4ge5 cheng2shi4 mei2you3 duo1 da4 bian4hua4。	This city has not had much change over these years. 
我喜欢住在大城市里。	wo3 xi3huan5 zhu4 zai4 da4 cheng2shi4 li3。	I like to live in big cities. 
大城市	da4 cheng2shi4	big city, metropolis 
我的朋友大多是我的同学。	wo3 de5 peng2you5 da4duo1 shi4 wo3 de5 tong2xue2。	Most of my friends are my schoolmates. 
请大家安静!	qing3 da4jia1 an1jing4	Please be quiet, everyone! 
我们大家	wo3men5 da4jia1	all of us 
说得大家都笑了起来	shuo1 de5 da4jia1 dou1 xiao4le5 qi3lai2	talk in such a way that everybody starts laughing 
我们大家努力工作, 为了更好的明天。	wo3men5 da4jia1 nu3li4 gong1zuo4, wei4le5 geng4hao3 de5 ming2tian1。	We all work hard for a better tomorrow. 
校长走进教室, 大家都站起来。	xiao4zhang3 zou3jin4 jiao4shi4, da4jia1 dou1 zhan4 qi3lai5。	When the principal entered the classroom, everybody stood up. 
大家都很关心这件事情。	da4jia1 dou1 hen3 guan1xin1 zhe4 jian4 shi4qing5。	Everybody is concerned over this matter. 
教室大楼	jiao4shi4 da4lou2	classroom block 
大楼	da4lou2	a big building (especially a high-rise building) 
大笑	da4xiao4	laugh 
学校晚上十一点半关大门。	xue2xiao4 wan3shang5 shi2 yi1dian3 ban4 guan1 da4men2。	The school gate closes at 11:30 p.m. 
大门	da4men2	gate 
她给每个孩子一大块蛋糕。	ta1 gei3 mei3 ge4 hai2zi5 yi1 da4kuai4 dan4gao1。	She gave every child a big piece of the cake. 
昨天大多时间都在下雨。	zuo2tian1 da4duo1 shi2jian1 dou1 zai4 xia4 yu3。	It rained for most of the day yesterday. 
请大家听我说。	qing3 da4jia1 ting1 wo3 shuo1。	May I have your attention, please. 
大家都准备好做游戏了吗？	da4jia1 dou1 zhun3bei4 hao3 zuo4 you2xi4 le5 ma5？	Is everyone ready for the game? 
请大家坐下。	qing3 da4jia1 zuo4xia5。	Would everyone please be seated? 
她是阿姨带大的。	ta1 shi4 a1yi2 dai4da4 de5。	She was brought up by her aunt. 
妈妈给我做了一个很大的生日蛋糕。	ma1ma5 gei3 wo3 zuo4 le5 yi1 ge4 hen3 da4 de5 sheng1ri4 dan4gao1。	Mom made a big birthday cake for me. 
我们第一次是在什么地方见面的, 你还记得吗?	wo3men5 di4 yi1ci4 shi4 zai4 shen2me5 di4fang5 jian4mian4 de5, ni3 hai2 ji4de5 ma5	Do you still remember where we first met? 
哪辆自行车是你的?	na3 liang4 zi4xing2che1 shi4 ni3 de5	Which bicycle is yours? 
这辆自行车是我的, 那辆自行车是我弟弟的。	zhe4 liang4 zi4xing2che1 shi4 wo3 de5, na4 liang4 zi4xing2che1 shi4 wo3 di4di5 de5。	This bike is mine. That one is my younger brother's. 
人家能做到的, 我也能做到。	ren2jia5 neng2 zuo4dao4 de5, wo3 ye3 neng2 zuo4dao4。	What others can achieve, I can too. 
这家商店是卖什么的?	zhe4 jia1 shang1dian4 shi4 mai4 shen2me5de5	What does this store sell? 
这种可能是有的。	zhe4zhong3 ke3neng2 shi4 you3de5。	This is possible. 
别开玩笑了, 我是说真的。	bie2 kai1 wan2xiao4 le5, wo3 shi4 shuo1 zhen1 de5。	It is no joke; I mean what I say. 
你认识她的丈夫吗?	ni3 ren4shi5 ta1 de5 zhang4fu5 ma5	Do you know her husband? 
她的丈夫是外地人。	ta1 de5 zhang4fu5 shi4 wai4di4ren2。	Her husband is from another part of the country. 
这家商店的东西很贵。	zhe4 jia1 shang1dian4 de5 dong1xi5 hen3 gui4。	The goods in this shop are all very expensive. 
我听得懂一些简单的中文。	wo3 ting1de2dong3 yi4xie1 jian3dan1 de5 Zhong1wen2。	I can understand a little simple spoken Chinese. 
我的中文水平不高, 请您多多帮助。	wo3 de5 Zhong1wen2 shui3ping2 bu4 gao1, qing3 nin2 duo1duo1 bang1zhu4。	My proficiency in Chinese is not very high. Please help me. 
我要提高自己的中文水平。	wo3 yao4 ti2gao1 zi4ji3 de5 Zhong1wen2 shui3ping2。	I want to raise my proficiency in Chinese. 
为难的事情	wei2nan2 de5 shi4qing2	something one finds difficult to cope with, some perplexing matter 
现在胖的人越来越多了。	xian4zai4 pang4 de5 ren2 yue4lai2yue4 duo1 le5。	There are more and more fat people now. 
明天的会你千万别迟到。	ming2tian1 de5 hui4 ni3 qian1wan4 bie2 chi2dao4。	Be sure not to be late for tomorrow's meeting. 
明天的会非常重要, 请您一定参加。	ming2tian1 de5 hui4 fei1chang2 zhong4yao4, qing3 nin2 yi2ding4 can1jia1。	The meeting tomorrow is very important. Please be sure to attend it. 
妈妈总是关心孩子的健康。	ma1ma5 zong3shi4 guan1xin1 hai2zi5 de5 jian4kang1。	Mothers are always concerned about their children's health. 
你试试我的办法。	ni3 shi4shi4 wo3 de5 ban4fa3。	Do try my method. 
老师的办公室在三楼。	lao3shi1 de5 ban4gong1shi4 zai4 san1 lou2。	Teachers' offices are on the third floor. 
请问, 最近的医院在哪儿?	qing3wen4, zui4jin4 de5 yi1yuan4 zai4 na3r5	Excuse me, where is the nearest hospital? 
中国的历史很长。	Zhong1guo2 de5 li4shi3 hen3 zhang3。	China has a long history. 
你知道这个城市的历史吗?	ni3 zhi1dao5 zhe4ge5 cheng2shi4 de5 li4shi3 ma5	Do you know the history of this city? 
中国的历史非常长, 有三千多年。	Zhong1guo2 de5 li4shi3 fei1chang2 zhang3, you3 san1qian1 duo1nian2。	China has a very long history of over three thousand years. 
我很想认真了解中国的历史, 只是没有时间。	wo3 hen3xiang3 ren4zhen1 liao3jie3 Zhong1guo2 de5 li4shi3, zhi3shi4 mei2you3 shi2jian1。	I'd like to learn Chinese history earnestly, it's just that I don't have the time. 
“他是谁?”“他是我的同学。”	“ ta1 shi4 shui2”“ ta1 shi4 wo3 de5 tong2xue2。”	“Who's he?” “He's my classmate.” 
中国是世界上人口最多的国家。	Zhong1guo2 shi4 shi4jie4 shang5 ren2kou3 zui4duo1 de5 guo2jia1。	China is the most populous country in the world. 
我们学校的图书馆没有多少中文书。	wo3men5 xue2xiao4 de5 tu2shu1guan3 mei2you3 duo1shao3 zhong1 wen2shu1。	The library in our school doesn't have many Chinese books. 
“你从哪里来?”“我从很远的地方来。”	“ ni3 cong2 na3li5 lai2”“ wo3 cong2 hen3 yuan3 de5 di4fang5 lai2。”	“Where did you come from?” “I came from a faraway place.” 
他在公司里有很高的地位。	ta1 zai4 gong1si1 li3 you3 hen3 gao1 de5 di4wei4。	He holds a high position in the company. 
他说话的声音很好听。	ta1 shuo1hua4 de5 sheng1yin1 hen3 hao3ting1。	The voice he speaks in is pleasant. (→ He has a pleasant voice.) 
她的声音很好听。	ta1 de5 sheng1yin1 hen3 hao3ting1。	Her voice is pleasant. 
明天的天气怎么样?	ming2tian1 de5 tian1qi4 zen3me5yang4	How will the weather be tomorrow? 
今天的太阳真好。	jin1tian1 de5 tai4yang5 zhen1 hao3。	The sunshine's beautiful today. 
那个穿着红衣服的女孩子是我哥哥的女朋友。	na4ge5 chuan1zhe5 hong2 yi1fu5 de5 nü3 hai2zi5 shi4 wo3 ge1ge5 de5 nü3peng2you5。	The girl in red is my elder brother's girlfriend. 
她是我班上的女同学。	ta1 shi4 wo3 ban1 shang4 de5 nü3 tong2xue2。	She's a girl student from my class. 
把你看做我的好朋友	ba3 ni3 kan4 zuo4 wo3de5 hao3 peng2you5	(I) regard you as my good friend, take you for my good friend 
一直往东走, 就是我们的学校。	yi4zhi2 wang3 dong1 zou3, jiu4shi4 wo3men5 de5 xue2xiao4。	Walk straight towards the east and you'll come to our school. 
附近的学校都很好。	fu4jin4 de5 xue2xiao4 dou1 hen3 hao3。	The schools nearby (or in this area) are all very good. 
他是个认真的学生。	ta1 shi4 ge4 ren4zhen1 de5 xue2sheng5。	He's a conscientious student. 
他的学习成绩一般。	ta1 de5 xue2xi2 cheng2ji4 yi4ban1。	His school record is average. 
我终于找到了他的家。	wo3 zhong1yu2 zhao3dao4 le5 ta1 de5 jia1。	I finally found his home. 
我在前面走, 我的小狗在后面跟。	wo3 zai4 qian2mian5 zou3, wo3 de5 xiao3 gou3 zai4 hou4mian5 gen1。	I walked in front and my puppy followed behind. 
它是我的小狗。	ta1 shi4 wo3 de5 xiao3 gou3。	It's my puppy. 
自己的工作自己做。	zi4ji3 de5 gong1zuo4 zi4ji3 zuo4。	Each must do their own work. 
你的意思很清楚, 我明白。	ni3 de5 yi4si5 hen3 qing1chu5, wo3 ming2bai5。	Your meaning is clear. I understand it. 
他的意思是你最好别去。	ta1 de5 yi4si5 shi4 ni3 zui4hao3 bie2 qu4。	What he meant is that you'd better not go. 
有空调的房间	you3 kong4tiao2 de5 fang2jian1	air-conditioned room 
我的手表慢了, 你的手表几点?	wo3 de5 shou3biao3 man4 le5, ni3 de5 shou3biao3 ji3 dian3	My watch is slow. What time is it by your watch? 
“你在找什么?”“我在找我的手表。”	“ ni3 zai4 zhao3 shen2me5”“ wo3 zai4 zhao3 wo3 de5 shou3biao3。”	“What are you looking for?” “I'm looking for my watch.” 
他总是班上最差的。	ta1 zong3shi4 ban1 shang4 zui4 cha1 de5。	He is always at the bottom of the class. 
